,news,Publish_Date,sentiment_score,sentiment_label,sentiment_score_updated,sentiment_label_updated
1775,infosys hul allows smart casuals,2015-06-26,0.2142857164144516,positive,0.0,neutral
1776,infosys brand digital services us report,2015-11-12,0.0,neutral,0.0,neutral
1777,whistleblowers letter slanderous attack infosys ceo vishal sikka says,2017-02-14,0.0,neutral,0.0,neutral
1778,sensex heads fourth session gains infosys leads,2017-08-28,0.0,neutral,0.0,neutral
1779,satyam infosys hcl scrips subdued,2002-07-24,0.0,neutral,0.0,neutral
1780,loss faith infosys,2009-01-07,0.0,neutral,0.0,neutral
1781,infosys shares hit record high,2010-07-09,0.1599999964237213,positive,-1.0,negative
1782,hope infosys prize winners get nobel,2010-10-27,0.0,neutral,0.0,neutral
1783,increasing h1b l1 visa fees may hurt infosys tcs profits,2012-07-16,0.0,neutral,0.0,neutral
1784,sridar iyengar retires infosys board,2012-08-15,0.0,neutral,0.0,neutral
1785,rupee hit 60 dollar says infosys honcho,2012-12-13,0.0,neutral,-1.0,negative
1786,tcs infosys wipro see hiring fall q1,2013-07-29,0.0,neutral,0.0,neutral
1787,top executives quitting infosys,2014-06-05,0.5,positive,1.0,positive
1788,infosys reminder sez stumps west bengal,2015-05-06,0.0,neutral,0.0,neutral
1789,giants tcs infosys wipro hcl tech changing appraisal systems,2016-08-15,0.0,neutral,0.0,neutral
1790,infosys physics training programme receives good response students,2016-12-24,0.699999988079071,positive,0.0,neutral
1791,2000 join infosys single day,2006-06-29,-0.0714285746216774,neutral,0.0,neutral
1792,tcs infosys wipro plan promotions,2010-12-27,0.0,neutral,0.0,neutral
1793,infosys may go acquisitions kamath,2011-08-22,0.0,neutral,0.0,neutral
1794,infosys cuts employeesamp39 breaks meet revenue target,2011-12-13,0.0,neutral,0.0,neutral
1795,ida board gives nod handover land tcs infosys,2012-01-12,0.0,neutral,0.0,neutral
1796,study vacation four ahmedabad kids infosys,2012-04-14,0.0,neutral,0.0,neutral
1797,tcs refuses follow infosys give increments,2012-04-24,0.0,neutral,-1.0,negative
1798,shiv nadar familys buy doubles share price hcl infosystems,2014-04-10,0.0,neutral,1.0,positive
1799,exinfosys president bg srinivas joins hong kongs pccw,2014-05-30,0.0,neutral,0.0,neutral
1800,infosys q2 net profit 286,2014-10-10,0.0,neutral,0.0,neutral
1801,cognizants troubles apply tcs infosys giants,2016-02-12,0.0,neutral,0.0,neutral
1802,infosys ceo vishal sikka rakes 745 million salary top executives also see jump pay,2016-05-19,0.5,positive,1.0,positive
1803,infosys techies remark accuseds appearance led murder,2016-07-04,0.0,neutral,0.0,neutral
1804,tcs infosys wipro rap accenture,2010-07-16,0.0,neutral,0.0,neutral
1805,6618 employees quit infosys q2,2010-10-15,0.0,neutral,0.0,neutral
1806,infosys provide banking software hbtf,2011-06-06,0.0,neutral,0.0,neutral
1807,15 cos next infosys,2011-08-31,0.0,neutral,0.0,neutral
1808,cm banks tatas infosys make madhya pradesh hub,2011-11-27,0.0,neutral,0.0,neutral
1809,infosys calls change top grow louder,2012-05-07,0.5,positive,1.0,positive
1810,tcs  infosys may sign lease deed state,2012-10-27,0.0,neutral,0.0,neutral
1811,need google facebook infosys executive cochairman kris gopalakrishnan,2012-12-29,0.0,neutral,0.0,neutral
1812,infosys q1 net profit 37 shares jump 10,2013-07-12,0.0,neutral,0.0,neutral
1813,infosys shares rise buyback rumours,2014-06-12,0.0,neutral,0.0,neutral
1814,cognizant q4 widens lead infosys,2015-02-05,0.0,neutral,0.0,neutral
1815,infosys construct connecting corridor medical college,2015-09-24,0.0,neutral,0.0,neutral
1816,infosys foundation offers revive lakes keeps mum,2016-05-10,0.10000000149011612,positive,0.0,neutral
1817,infosys ceo vishal sikka whistleblowers letter malicious slanderous attack,2017-02-14,0.0,neutral,0.0,neutral
1818,infosys contribution nothinggowda,2005-10-22,0.0,neutral,0.0,neutral
1819,infosys enhance hr quality,2006-05-18,0.0,neutral,0.0,neutral
1820,big boom infosys posts robust results,2007-09-06,0.0,neutral,0.0,neutral
1821,infosys approach satyam clients,2009-01-14,0.0,neutral,0.0,neutral
1822,infosys still good buy,2011-01-17,0.699999988079071,positive,1.0,positive
1823,infosys gave away 50000 cr stock options employees,2011-05-18,0.0,neutral,0.0,neutral
1824,brand gives edge infosys products,2011-11-17,0.0,neutral,0.0,neutral
1825,infosyss gopalakrishnan head govts cloud computing panel,2012-07-08,0.0,neutral,0.0,neutral
1826,meet next generation infosyses wipros,2013-04-05,0.0,neutral,0.0,neutral
1827,infosys ceo confident meeting 610 revenue guidance fy14,2013-04-12,0.5,positive,1.0,positive
1828,infosys hcl tech others race acquire services unit polaris,2013-05-16,0.0,neutral,1.0,positive
1829,rohan murty likely infosys vicepresident,2013-08-25,0.0,neutral,0.0,neutral
1830,infosys takes daimler operations,2014-07-23,0.0,neutral,0.0,neutral
1831,zealand talks tcs wipro infosys,2001-12-06,0.0,neutral,0.0,neutral
1832,idc rates hcl infosys number one pc co,2002-03-13,0.0,neutral,0.0,neutral
1833,tcs infosys wipro hcl back growth track,2010-05-03,0.0,neutral,0.0,neutral
1834,infosys getting exsales head back report,2011-05-27,0.0,neutral,0.0,neutral
1835,infosys bets big cloud puts 2000 engineers job,2011-06-02,0.0,neutral,0.0,neutral
1836,big stocks infosys tcs offer value buys analysts,2011-08-08,0.0,neutral,0.0,neutral
1837,infosys signs lease deed 142 acres land mihan,2012-03-29,0.0,neutral,0.0,neutral
1838,5 key management changes infosys,2013-06-01,0.0,neutral,0.0,neutral
1839,infosys hives products business separate unit,2014-05-12,0.0,neutral,0.0,neutral
1840,infosyss exbigwigs seek 2 billion share buyback,2014-08-06,0.0,neutral,0.0,neutral
1841,infosys vs cognizant stack us,2015-03-05,0.0,neutral,0.0,neutral
1842,crorepati count infosys 18 113 year,2015-05-24,0.0,neutral,0.0,neutral
1843,infosys announces pact citadon,2002-01-29,0.0,neutral,0.0,neutral
1844,infosys lower us dependence,2007-08-29,0.0,neutral,0.0,neutral
1845,infosys headcount cross 1 lakh,2008-04-16,0.0,neutral,0.0,neutral
1846,infosys signals sector recovery boosts tech stocks,2010-01-12,0.0,neutral,0.0,neutral
1847,infosys get board 2014,2010-02-03,0.0,neutral,0.0,neutral
1848,infosys q1 net 1572 1722 cr stock falls,2011-07-12,0.0,neutral,-1.0,negative
1849,infosys sees rising unbilled work,2011-08-01,0.0,neutral,0.0,neutral
1850,infosys posts highest employee addition 4 years,2011-10-13,0.0,neutral,0.0,neutral
1851,cloud microsoft infosys wipro campuses andhra pradesh,2012-04-04,0.0,neutral,0.0,neutral
1852,wipro poaches hires top infosys executive global head technology area,2012-09-04,0.25,positive,1.0,positive
1853,department sets tds processing hub partnership infosys,2013-02-23,0.0,neutral,0.0,neutral
1854,kv kamath stepping infosys chairman,2013-06-03,0.0,neutral,0.0,neutral
1855,infosys hire 8000 pune six months,2013-10-18,0.0,neutral,1.0,positive
1856,infosys 9 pain points,2009-04-20,0.0,neutral,0.0,neutral
1857,overhired infosys coo,2009-09-16,0.0,neutral,0.0,neutral
1858,infosys open 22 bpo centers ap,2009-10-28,0.0,neutral,0.0,neutral
1859,infosys losing edge,2011-01-12,0.0,neutral,0.0,neutral
1860,infosys chairmanelect kv kamath profile,2011-05-01,0.0,neutral,0.0,neutral
1861,hcl infosystems bags 2200 cr aadhaar contract uidai,2012-03-02,0.0,neutral,1.0,positive
1862,inc touch 100bn 2012 v balakrishnan cfo infosys,2012-03-15,0.0,neutral,0.0,neutral
1863,adi godrej infosys chief executive officer likely visit city july 5,2012-05-20,0.0,neutral,0.0,neutral
1864,infosys chairman seeing green shoots industry,2013-01-12,-0.20000000298023224,negative,0.0,neutral
1865,infosys guards mom told surrender cops,2017-02-01,0.0,neutral,0.0,neutral
1866,infosys thrills advani ms,2008-11-05,0.0,neutral,0.0,neutral
1867,meet infosys highestpaid execs,2009-04-16,0.0,neutral,0.0,neutral
1868,kv kamath likely succeed infosys murthy,2010-08-16,0.0,neutral,0.0,neutral
1869,9 things troubling infosys,2011-04-18,0.0,neutral,0.0,neutral
1870,infosys denies sending unskilled employees us b1 visa program,2011-07-28,0.0,neutral,0.0,neutral
1871,infosys curtails business class travel senior executives,2012-11-02,0.0,neutral,0.0,neutral
1872,infosys expand csr americas,2014-12-31,0.0,neutral,1.0,positive
1873,infosys begins hunt nextgeneration leaders,2015-07-13,0.0,neutral,0.0,neutral
1874,infosys tech set centre chandigarh,2002-11-16,0.0,neutral,0.0,neutral
1875,infosys start campus shanghai invest 125150 million,2011-05-21,0.0,neutral,1.0,positive
1876,murthys 3year roadmap infosys recast leads surge job applications,2013-06-18,0.0,neutral,0.0,neutral
1877,infosys registers land sector 85,2014-06-06,0.0,neutral,0.0,neutral
1878,challenges ahead nilekani takes second innings infosys,2017-08-25,0.0,neutral,0.0,neutral
1879,infosys still undecided kolkata murthy,2004-08-30,0.0,neutral,0.0,neutral
1880,railways award icms project infosys,2009-07-27,0.0,neutral,0.0,neutral
1881,mp cabinet clears land infosys tcs,2011-12-29,0.0,neutral,0.0,neutral
1882,infosys bpo coo ritesh idnani resigns,2012-05-29,0.0,neutral,0.0,neutral
1883,infosyss platform pulls big data 40 faster,2013-02-21,0.0,neutral,0.0,neutral
1884,infosys ceo hunt nonfounder may take,2013-06-12,0.0,neutral,0.0,neutral
1885,infosys name seshasayee interim chairman sources,2015-05-18,0.0,neutral,0.0,neutral
1886,sikka remaking infosys,2015-06-25,0.0,neutral,0.0,neutral
1887,corporate war board get sidelined noise infosys seshasayee,2017-02-13,0.0,neutral,0.0,neutral
1888,sensex little changed infosys still reels ceo exit,2017-08-21,-0.1875,negative,0.0,neutral
1889,infosys names former chief nilekani chair diffusing feud founders,2017-08-25,0.0,neutral,0.0,neutral
1890,infosys hire 2000 workers innovation hub us,2017-09-13,0.0,neutral,1.0,positive
1891,infosys plans campus near bangalore,2002-04-23,0.10000000149011612,positive,0.0,neutral
1892,infosys bpo take nonlinear track,2012-02-29,0.0,neutral,0.0,neutral
1893,thakkar leads race ceo infosys bpo,2013-01-08,0.0,neutral,0.0,neutral
1894,infosys ceo hard work strategy paid,2013-01-12,-0.2916666567325592,negative,0.0,neutral
1895,infosys net profit rises 214 beats estimates,2014-01-10,0.0,neutral,0.0,neutral
1896,infosys turns 10 add 1000 employees year,2014-02-07,0.0,neutral,0.0,neutral
1897,infosys bets labs take ibm accenture,2014-11-11,0.0,neutral,0.0,neutral
1898,infosys eyeing startups sees 1 billion revenue boost,2015-04-07,0.0,neutral,0.0,neutral
1899,infosys employee held stealing cars,2015-12-25,0.0,neutral,0.0,neutral
1900,infosys fund us 150000 annual award,2007-08-21,0.0,neutral,0.0,neutral
1901,infosys give 120 interim dividend,2007-10-11,0.0,neutral,0.0,neutral
1902,infosys named fintech 100 fourth consecutive year,2007-11-28,0.0,neutral,0.0,neutral
1903,insider may replace murthy infosys,2010-08-11,0.0,neutral,0.0,neutral
1904,infosys post murthy know nothing premji,2011-04-27,0.0,neutral,0.0,neutral
1905,infosys ceodesignate vishal sikka bets alliances oracle sap ibm,2014-06-17,0.0,neutral,0.0,neutral
1906,infosys puts place appraisal system icount,2016-02-08,0.0,neutral,0.0,neutral
1907,infosys extends helping hand iitkharagpur,2016-10-23,0.0,neutral,0.0,neutral
1908,infosys denies governance lapses rift founders board,2017-02-20,0.0,neutral,0.0,neutral
1909,biocon infosys adopt namma metro stations,2017-07-22,0.0,neutral,0.0,neutral
1910,sensex nifty stumble infosys stock crashes sikkas exit md ceo,2017-08-18,-0.05000000074505806,neutral,0.0,neutral
1911,infosys kenyan muddle,2002-07-25,0.0,neutral,0.0,neutral
1912,infosys q1 net rises 17 pc 1527 cr,2009-07-10,0.0,neutral,0.0,neutral
1913,infosys lost techies hired q3,2011-01-13,0.0,neutral,0.0,neutral
1914,infosys bpo hire 8000,2011-03-04,0.0,neutral,1.0,positive
1915,15 cos next infosys,2011-09-01,0.0,neutral,0.0,neutral
1916,infosys going midlife crisis,2013-04-13,0.0,neutral,0.0,neutral
1917,infosys may cut revenue forecast morgan stanley,2013-07-02,0.0,neutral,0.0,neutral
1918,infosys finacle launches digital banking solution youth,2015-05-02,0.0,neutral,1.0,positive
1919,rupee appreciation longterm issue says infosys,2007-08-11,0.0,neutral,0.0,neutral
1920,obama threat infosys tcs,2008-09-04,0.0,neutral,-1.0,negative
1921,loss faith due diligence go infosys,2009-01-07,-0.125,negative,0.0,neutral
1922,infosys launches brazilian arm sets development centre,2009-12-15,0.0,neutral,1.0,positive
1923,succeed infosys murthy,2009-12-23,0.0,neutral,0.0,neutral
1924,infosys vs tcs vs wipro,2010-01-27,0.0,neutral,0.0,neutral
1925,mohandas pai quits infosys board,2011-04-15,0.0,neutral,0.0,neutral
1926,mysore infosys centre named murthy,2011-07-12,0.0,neutral,0.0,neutral
1927,infosyss falling shares attractive pe play,2012-07-20,0.800000011920929,positive,0.0,neutral
1928,infosys q2 net 51 beats forecast,2006-10-11,0.0,neutral,0.0,neutral
1929,infosys hiring spree attrition,2010-10-15,0.0,neutral,1.0,positive
1930,infosys ceo warns 2008 like crisis,2010-12-14,0.0,neutral,0.0,neutral
1931,kris gopalakrishnan play elder brother infosys,2011-05-01,0.0,neutral,0.0,neutral
1932,infosys eyes uk deals close tcs wipro,2011-06-10,0.0,neutral,1.0,positive
1933,infosys set centre indore,2011-11-15,0.0,neutral,0.0,neutral
1934,infosys launches infosysedge drive pps biz,2011-11-17,0.0,neutral,1.0,positive
1935,stocks like itc infosys tcs give 12 15 return kotak,2012-02-01,0.0,neutral,0.0,neutral
1936,infosys play price game ashok vemuri,2012-10-22,-0.4000000059604645,negative,0.0,neutral
1937,infosys likely cut revenue guidance,2013-01-02,0.0,neutral,0.0,neutral
1938,narayana murthy rohans role make effective infosys,2013-06-01,0.6000000238418579,positive,0.0,neutral
1939,vishal sikka appointed infosys ceo md,2014-06-12,0.0,neutral,0.0,neutral
1940,solve infosyss growth problem ceo vishal sikka,2014-08-01,0.0,neutral,0.0,neutral
1941,infosys acquires mcommerce platform 120 million,2015-04-25,0.0,neutral,1.0,positive
1942,satyam clients approach infosys,2009-02-05,0.0,neutral,0.0,neutral
1943,state awaits positive signal infosys,2009-09-21,0.22727273404598236,positive,0.0,neutral
1944,infosys hires 6000 people second quarter,2009-10-09,0.0,neutral,0.0,neutral
1945,tcs infosys wipro struggle keep project managers,2010-06-30,0.0,neutral,0.0,neutral
1946,infosys putting place succession pyramid,2010-10-15,0.0,neutral,0.0,neutral
1947,infosys tata beat google nokia emerge top brands,2011-06-21,0.5,positive,1.0,positive
1948,budget 2012 expect dtc  gst implemented says gopalakrishnan infosys,2012-03-16,0.0,neutral,0.0,neutral
1949,infosys q3 hiring second lowest decade,2013-01-12,0.0,neutral,0.0,neutral
1950,infosys list nyse euronext london paris markets,2013-02-19,0.0,neutral,0.0,neutral
1951,infosys adds 1059 employees q4,2013-04-12,0.0,neutral,0.0,neutral
1952,infosys selects 27 students across vidarbha,2015-01-09,0.0,neutral,0.0,neutral
1953,ibm infosys others junking bell curve system appraisals,2016-02-12,0.0,neutral,0.0,neutral
1954,infosys gives 612 average salary hike employees,2016-04-15,-0.15000000596046448,negative,0.0,neutral
1955,guard killed infosys techie scolded staring,2017-01-31,-0.20000000298023224,negative,0.0,neutral
1956,infosys figures wired40 list,2003-06-19,0.0,neutral,0.0,neutral
1957,tcs hp infosys among top 5 employers survey,2003-08-22,0.5,positive,1.0,positive
1958,infosys plans uttar pradesh,2004-08-10,0.0,neutral,0.0,neutral
1959,spending flat 2010 infosys ceo,2009-09-15,-0.02500000037252903,neutral,0.0,neutral
1960,infosys tech renamed infosys ltd,2011-04-30,0.0,neutral,0.0,neutral
1961,tcs infosys wipro use nactech test hiring,2012-05-23,0.0,neutral,0.0,neutral
1962,woman jumps death infosys building,2012-08-02,0.0,neutral,0.0,neutral
1963,infosys organizes us hackathon attract global talent,2014-11-28,0.0,neutral,0.0,neutral
1964,us giant target insource projects tcs infosys others,2016-02-15,0.0,neutral,0.0,neutral
1965,infosys global hackathon second edition begins,2016-03-15,0.0,neutral,0.0,neutral
1966,join issue infosys chief introspect,2002-01-13,0.0,neutral,0.0,neutral
1967,infosys seeks enhance women power,2008-03-08,0.0,neutral,0.0,neutral
1968,infosyss outlook set tone earnings,2009-04-15,0.0,neutral,0.0,neutral
1969,israeli cos talks tcs wipro infosys deals,2009-07-13,0.0,neutral,0.0,neutral
1970,infosys bpo eyes acquisitions double revenue,2012-07-17,0.0,neutral,1.0,positive
1971,infosys becomes second influential stock sensex pips ril,2013-10-14,0.0,neutral,0.0,neutral
1972,infosys building survives fire,2006-12-01,0.0,neutral,0.0,neutral
1973,infosys fails impress investors,2007-10-11,-0.5,negative,0.0,neutral
1974,infosys starts 2nd hyderabad centre,2008-08-11,0.0,neutral,0.0,neutral
1975,18k freshers join infosys july,2009-03-02,0.0,neutral,0.0,neutral
1976,infosys start hiring next year,2009-07-30,0.0,neutral,0.0,neutral
1977,tcs wipro infosys race irda project,2010-10-05,0.0,neutral,0.0,neutral
1978,infosys losing margin edge rivals catch,2011-01-12,0.0,neutral,0.0,neutral
1979,infosys open 1 lakh sq campus noida,2014-02-01,0.0,neutral,0.0,neutral
1980,infosys q4 net grows marginally 3603 crore,2017-04-13,0.0,neutral,0.0,neutral
1981,infosys vishal sikka gets 46 variable pay,2017-04-14,0.0,neutral,0.0,neutral
1982,indias infosys says vishal sikka resigns md ceo,2017-08-18,0.0,neutral,0.0,neutral
1983,infosys set development centre kerala,2003-08-11,0.0,neutral,0.0,neutral
1984,infosys employee strength 945 q1,2009-07-10,0.0,neutral,0.0,neutral
1985,infosys pursuing deals worth 1bn quarter,2009-08-05,0.30000001192092896,positive,0.0,neutral
1986,h1b visa system gamed infosys tcs wipro,2011-06-03,0.0,neutral,0.0,neutral
1987,companies like infosys wipro tcs hcl go shopping spree europe,2013-02-18,0.0,neutral,0.0,neutral
1988,infosys stock plunges 21 forecast,2013-04-13,0.0,neutral,0.0,neutral
1989,infosys loses scores sales people us,2013-05-04,-0.30000001192092896,negative,0.0,neutral
1990,infosys bags platinum leadership energy environmental design rating,2013-08-22,0.0,neutral,1.0,positive
1991,vishal sikka blogs way ahead infosys,2014-09-02,0.0,neutral,0.0,neutral
1992,sec 377 slapped infosys techie wife catches gay acts spycam,2014-10-29,0.15833333134651184,positive,0.0,neutral
1993,infosys chief showers funds iit kanpur,2001-06-20,0.0,neutral,0.0,neutral
1994,infosys invest 250 cr pune,2003-08-11,0.0,neutral,1.0,positive
1995,tcs hcl wipro infosys vie share 1 bn bank power deals,2009-11-26,0.0,neutral,0.0,neutral
1996,infosys  wipro tcs radar claiming sops onshore work,2011-07-01,0.0,neutral,0.0,neutral
1997,infosys keen open campus gujarat,2011-07-18,0.0,neutral,0.0,neutral
1998,infosys q2 net 98,2011-10-12,0.0,neutral,0.0,neutral
1999,infosys microsoft team offer cloud services,2011-10-19,0.0,neutral,0.0,neutral
2000,infosys named top co investor relations,2011-11-07,0.5,positive,1.0,positive
2001,bpo biz gives infosys wipro tough time q3,2012-01-25,-0.3888888955116272,negative,-1.0,negative
2002,infosys sets facility exclusively apple,2012-07-20,0.0,neutral,0.0,neutral
2003,infosys may cut revenue guidance,2013-01-02,0.0,neutral,0.0,neutral
2004,infosys narrows growth gap peers,2013-10-12,0.0,neutral,0.0,neutral
2005,infosys need bg gerstner,2014-05-05,0.0,neutral,0.0,neutral
2006,vishal sikkas product breakthroughs help infosys reboot,2014-06-02,0.0,neutral,0.0,neutral
2007,big jolt vishal sikka infosys infra chief samson david puts papers,2016-07-14,0.0,neutral,0.0,neutral
2008,narayana murthy infosys chief mentor,2002-01-10,0.0,neutral,0.0,neutral
2009,hcl infosystems q3 sales 15,2002-01-18,0.0,neutral,0.0,neutral
2010,infosys invest 250 cr chennai,2003-08-21,0.0,neutral,1.0,positive
2011,infosys q3 net 28 pc,2004-01-10,0.0,neutral,0.0,neutral
2012,infosys gets assurance bengal,2008-09-12,0.0,neutral,0.0,neutral
2013,infosys q3 complete story,2009-01-13,0.10000000149011612,positive,0.0,neutral
2014,royal bank scotlands 2 billion gain tcs infosys,2009-10-07,0.0,neutral,0.0,neutral
2015,4000 employees quit infosys feb,2010-03-12,0.0,neutral,0.0,neutral
2016,infosys technologies deepen africa presence,2011-03-25,0.0,neutral,0.0,neutral
2017,cognizant replace infosys 2012,2012-01-02,0.0,neutral,0.0,neutral
2018,google searches smbs ignored companies like infosys wipro tata consultancy services,2012-09-18,0.0,neutral,0.0,neutral
2019,hcl infosystems esi team emergency management software,2012-12-24,0.0,neutral,0.0,neutral
2020,et nrn effectinfosys volatility falls 40,2014-01-10,0.0,neutral,-1.0,negative
2021,infosys edgeverve salaries par google amazon,2014-11-17,0.0,neutral,0.0,neutral
2022,former infosys cfo rajiv bansal olas cfo,2015-11-26,0.0,neutral,0.0,neutral
2023,infosys plans invest silicon valley fund,2015-12-14,0.0,neutral,1.0,positive
2024,infosys foundation joins hands online resource promote culture history,2017-04-18,0.0,neutral,0.0,neutral
2025,vishal sikka resigns md ceo infosys,2017-08-18,0.0,neutral,0.0,neutral
2026,infosys task force offer improve bangalore airport,2001-08-09,0.0,neutral,1.0,positive
2027,infosys fines ceo,2008-01-23,0.0,neutral,0.0,neutral
2028,godrejxi prevail infosys bharat kesho gupta tournament,2011-03-14,0.0,neutral,0.0,neutral
2029,ril infosys bharti airtel struggle find next big thing,2012-05-24,0.0,neutral,0.0,neutral
2030,et senior executives leave infosys bpo,2012-09-06,0.0,neutral,0.0,neutral
2031,infosys revival 4 challenges ceo sd shibulal,2013-02-08,0.0,neutral,0.0,neutral
2032,googles jeffrey dean sanjay ghemawat win acminfosys award,2013-03-26,0.800000011920929,positive,0.0,neutral
2033,infosys eyeing bpo arms european companies,2013-07-15,0.0,neutral,0.0,neutral
2034,infosys reward star performers bonuses,2013-10-21,0.0,neutral,0.0,neutral
2035,sensex rebounds 167 points infosys surges 307,2014-07-11,0.0,neutral,1.0,positive
2036,infosys shares 4 post earnings,2014-07-11,0.0,neutral,0.0,neutral
2037,h1b visa violation case tcs infosys get clean chit,2015-09-09,0.36666667461395264,positive,0.0,neutral
2038,infosys wipro may pay large sums mega deals,2016-04-26,0.2142857164144516,positive,1.0,positive
2039,accused acted alone infosys techie murder chennai,2016-07-02,0.0,neutral,0.0,neutral
2040,kin planning infosys techie rasilas wedding,2017-01-31,0.0,neutral,0.0,neutral
2041,infosys plans hire 10000 american workers open 4 us tech centers,2017-05-02,0.0,neutral,1.0,positive
2042,infosys beefs security,2008-07-26,0.0,neutral,0.0,neutral
2043,infosys buys ukbased axon group,2008-08-25,0.0,neutral,0.0,neutral
2044,infosys prefers small cos bigger foreign buys,2010-06-04,-0.125,negative,0.0,neutral
2045,sensex dips 137 pts led infosys ahead q1 results,2011-07-11,0.0,neutral,0.0,neutral
2046,arbitration infosys visa fraud case,2011-11-11,0.0,neutral,0.0,neutral
2047,apple cio infosys wipro eye contracts,2012-02-13,0.0,neutral,0.0,neutral
2048,nilekani another former infosys boss joins lok sabha poll fray,2014-03-11,0.0,neutral,0.0,neutral
2049,infosys sets 2 million fund princetons ias,2014-10-28,0.0,neutral,0.0,neutral
2050,infosys pulls software development centre near bengaluru international airport,2014-11-03,0.05000000074505806,neutral,0.0,neutral
2051,philips krish shankar may become infosys hr head,2015-08-26,0.0,neutral,0.0,neutral
2052,hiring falls infosys tcs likely see lower hiring fy2017,2016-04-29,0.0,neutral,-1.0,negative
2053,infosys appoints inderpreet sawhney group general counsel,2017-06-16,0.05000000074505806,neutral,0.0,neutral
2054,united spirits crorepati employees infosys fmcg biggies,2017-08-07,0.0,neutral,0.0,neutral
2055,infosys technologies,2009-04-15,0.0,neutral,0.0,neutral
2056,infosys cuts variable pay,2009-04-16,0.0,neutral,0.0,neutral
2057,infosys introduces brand positioning,2011-03-11,0.0,neutral,0.0,neutral
2058,kris kamath top contenders infosys chairman post,2011-04-21,0.5,positive,1.0,positive
2059,infosys tata beat global majors emerge top brands,2011-06-21,0.25,positive,1.0,positive
2060,k v kamath pushes infosys big buy,2012-06-25,0.0,neutral,1.0,positive
2061,analysts may infosyss ratings target price,2013-01-12,0.0,neutral,0.0,neutral
2062,infosys queens university join hands fight cybersecurity,2013-04-16,0.0,neutral,0.0,neutral
2063,infosys diluted focus meritocracy past decade narayana murthy,2014-06-15,-0.25,negative,0.0,neutral
2064,hcl infosys others retain talent,2015-01-23,0.0,neutral,0.0,neutral
2065,infosys hands bounty 4 top executives payouts 50,2017-05-24,0.5,positive,1.0,positive
2066,way forward infosys war peace,2017-08-21,0.0,neutral,0.0,neutral
2067,infosys restores network,2004-06-29,0.0,neutral,0.0,neutral
2068,stock market players devided infosys,2007-07-12,0.0,neutral,0.0,neutral
2069,wipro infosys poach satyam staff clients,2009-01-11,0.0,neutral,0.0,neutral
2070,wipro bothered infosys premji,2010-04-24,0.0,neutral,0.0,neutral
2071,cognizant topples infosys 2 co,2012-08-07,0.0,neutral,0.0,neutral
2072,infosys engineering services head quits,2013-03-16,0.0,neutral,0.0,neutral
2073,infosys cuts variable pay component,2013-06-14,0.0,neutral,0.0,neutral
2074,infosys adds 66 clients q1,2013-07-12,0.0,neutral,0.0,neutral
2075,visa row infosys makes provision fine,2013-10-12,0.4166666567325592,positive,0.0,neutral
2076,us cases impacted brand infosys clients confidence us shibulal,2014-04-16,0.0,neutral,0.0,neutral
2077,vishal sikka kicks big salary spikes infosys,2016-05-16,0.0,neutral,0.0,neutral
2078,infosys likely anchor park,2001-11-27,0.0,neutral,0.0,neutral
2079,infosys wharton awards biz innovation,2002-01-22,0.0,neutral,0.0,neutral
2080,ibm eds infosys win a12 bn deal,2009-06-09,0.800000011920929,positive,0.0,neutral
2081,view top murthy infosys,2009-09-25,0.5,positive,1.0,positive
2082,infosys enhances bpo offering,2010-05-10,0.0,neutral,0.0,neutral
2083,infosys wipro set campuses bangalore,2010-05-25,0.0,neutral,0.0,neutral
2084,changes make meaningful difference infosys hcl tech ceo,2011-04-26,0.5,positive,0.0,neutral
2085,infosys build facility jaipur sez,2011-06-17,0.0,neutral,0.0,neutral
2086,time infosys change strategy,2012-07-14,0.0,neutral,0.0,neutral
2087,infosys founder nr narayana murthy receives 2012 hoover medal,2012-10-25,0.0,neutral,0.0,neutral
2088,like infosys igate outperforms,2013-07-18,0.0,neutral,0.0,neutral
2089,infosys board see changes 12 months narayana murthy,2014-02-27,0.0,neutral,0.0,neutral
2090,bharti infosys tcs wipro among worlds top technology companies,2009-05-22,0.5,positive,1.0,positive
2091,infosys mysore get cisf security,2010-02-01,0.0,neutral,0.0,neutral
2092,helped tcs hurt infosys,2012-07-13,0.0,neutral,0.0,neutral
2093,cos like tcs infosys take hit due subcontracting denial us visas,2012-08-27,-0.125,negative,-1.0,negative
2094,hcl infosystems posts 40 crore q4 loss,2013-08-15,0.0,neutral,0.0,neutral
2095,et vishal sikka set ceo infosys,2014-06-02,0.0,neutral,0.0,neutral
2096,pics 5 highestpaid infosys executives,2015-05-22,0.0,neutral,0.0,neutral
2097,infosys chairman dismisses speculation around former cfo rajiv bansals severance package,2016-06-19,0.0,neutral,0.0,neutral
2098,infosys ceo vishal sikka brexit may create walls brings opportunities,2016-07-16,0.0,neutral,0.0,neutral
2099,infosys edges tcs,2005-07-08,0.0,neutral,0.0,neutral
2100,infosys closes big transformational deals,2011-03-11,0.0,neutral,0.0,neutral
2101,infosys planning marketing office africa,2011-03-25,0.0,neutral,0.0,neutral
2102,hcl infosystems drops 7 bourses,2011-08-18,0.0,neutral,0.0,neutral
2103,wipro infosys hiring overseas,2012-01-02,0.0,neutral,0.0,neutral
2104,incubated infosys onmobile board orders probe ceo arvind rao,2012-06-29,0.0,neutral,0.0,neutral
